project_id,project_name,description,start_date,deadline,status,risk_level
P07847,Financial Reporting Dashboard,Financial Reporting Dashboard project for DataCorp,2025-06-26,2026-05-14,Delayed,High
P07848,Document Management System,Document Management System project for RetailAnalytics,2025-09-09,2025-12-18,In Progress,Medium
P07849,HR Automation System,HR Automation System project for PeopleFirst,2026-07-25,2027-02-27,Completed,Medium
P07850,Customer Support Chatbot,Customer Support Chatbot project for DataCorp,2025-08-06,2026-01-17,In Progress,High
P07851,Healthcare Management System,Healthcare Management System project for ABC Retail,2025-05-02,2026-04-29,Completed,Medium
P07852,Online Learning Platform,Online Learning Platform project for CloudWorks,2025-12-14,2026-05-15,In Progress,Low
P07853,Customer Support Chatbot,Customer Support Chatbot project for RetailAnalytics,2025-10-09,2026-07-27,In Progress,Medium
P07854,Cloud Migration Project,Cloud Migration Project project for ABC Corporation,2026-04-13,2026-11-02,In Progress,Medium
P07855,Cybersecurity Upgrade,Cybersecurity Upgrade project for CloudWorks,2025-01-22,2025-07-14,In Progress,Low
P07856,Warehouse Automation,Warehouse Automation project for MedCare Hospitals,2026-06-26,2027-03-21,Delayed,High
P07857,HR Automation System,HR Automation System project for Global Traders,2026-02-26,2026-11-04,Delayed,Medium
P07858,Mobile Banking Application,Mobile Banking Application project for SecureNet,2026-05-20,2026-12-04,Planning,Medium
P07859,HR Automation System,HR Automation System project for MedCare Hospitals,2025-09-02,2025-11-03,Delayed,Low
P07860,Document Management System,Document Management System project for EduTech,2025-09-25,2025-12-02,In Progress,Low
P07861,Data Warehouse Development,Data Warehouse Development project for EduTech,2025-07-20,2026-03-13,Completed,Medium
P07862,Cloud Migration Project,Cloud Migration Project project for IndustrialTech,2026-05-16,2026-07-17,Completed,Medium
P07863,Employee Payroll System,Employee Payroll System project for OfficePro,2025-02-12,2025-10-08,In Progress,Medium
P07864,Online Learning Platform,Online Learning Platform project for EduTech,2025-11-14,2026-10-09,Planning,Medium
P07865,Customer Support Chatbot,Customer Support Chatbot project for XYZ Technologies,2025-06-05,2026-03-29,Completed,Medium
P07866,Cloud Migration Project,Cloud Migration Project project for EduTech,2026-01-18,2026-10-12,In Progress,Critical
P07867,Cybersecurity Upgrade,Cybersecurity Upgrade project for DigitalHub,2026-08-02,2026-12-12,In Progress,Medium
P07868,E-Commerce Platform,E-Commerce Platform project for MarketPlus,2026-02-09,2026-10-22,Completed,High
P07869,CRM Implementation,CRM Implementation project for EduTech,2025-01-27,2025-05-10,In Progress,Medium
P07870,Marketing Analytics Platform,Marketing Analytics Platform project for PeopleFirst,2025-08-28,2026-07-31,Planning,Medium
P07871,HR Automation System,HR Automation System project for LogiTech,2025-01-19,2025-04-02,Delayed,Medium
P07872,Financial Reporting Dashboard,Financial Reporting Dashboard project for LogiTech,2025-10-19,2026-05-25,Completed,Medium
P07873,Supply Chain Analytics,Supply Chain Analytics project for MarketPlus,2025-04-15,2025-11-01,In Progress,High
P07874,Healthcare Management System,Healthcare Management System project for DigitalHub,2026-02-20,2026-04-29,In Progress,Critical
P07875,Financial Reporting Dashboard,Financial Reporting Dashboard project for MarketPlus,2025-11-17,2026-03-01,On Hold,Medium
P07876,CRM Implementation,CRM Implementation project for MedCare Hospitals,2025-07-04,2026-04-03,In Progress,Low
P07877,Supply Chain Analytics,Supply Chain Analytics project for EduTech,2026-05-30,2027-01-20,In Progress,High
P07878,Marketing Analytics Platform,Marketing Analytics Platform project for DataCorp,2026-03-25,2026-06-29,In Progress,Low
P07879,Employee Payroll System,Employee Payroll System project for OfficePro,2026-01-12,2026-04-11,Completed,High
P07880,HR Automation System,HR Automation System project for DigitalHub,2025-08-01,2026-04-16,In Progress,High
P07881,Employee Training Portal,Employee Training Portal project for PeopleFirst,2025-06-13,2026-02-24,In Progress,High
P07882,HR Automation System,HR Automation System project for PeopleFirst,2025-12-18,2026-06-09,In Progress,Low
P07883,Document Management System,Document Management System project for LogiTech,2026-04-20,2026-06-10,In Progress,Medium
P07884,Inventory Management System,Inventory Management System project for MedCare Hospitals,2026-05-18,2026-07-11,In Progress,Medium
P07885,Warehouse Automation,Warehouse Automation project for EduTech,2026-04-12,2026-07-14,In Progress,Medium
P07886,Inventory Management System,Inventory Management System project for SecureNet,2025-01-14,2025-03-17,In Progress,High
P07887,Healthcare Management System,Healthcare Management System project for CloudWorks,2026-08-14,2027-03-25,In Progress,Medium
P07888,CRM Implementation,CRM Implementation project for ServicePro,2025-05-25,2025-11-11,Planning,Medium
P07889,Warehouse Automation,Warehouse Automation project for ABC Retail,2025-01-07,2025-05-01,On Hold,Medium
P07890,Inventory Management System,Inventory Management System project for XYZ Technologies,2025-12-03,2026-07-26,Completed,Medium
P07891,Customer Support Chatbot,Customer Support Chatbot project for LogiTech,2025-10-01,2026-06-28,Planning,Medium
P07892,Social Media Analytics,Social Media Analytics project for PeopleFirst,2025-03-05,2025-06-12,In Progress,Medium
P07893,Healthcare Management System,Healthcare Management System project for PeopleFirst,2025-05-09,2026-01-09,Planning,Medium
P07894,Customer Support Chatbot,Customer Support Chatbot project for IndustrialTech,2025-05-04,2025-07-22,In Progress,High
P07895,Cybersecurity Upgrade,Cybersecurity Upgrade project for SecureNet,2025-09-21,2026-05-15,Completed,High
P07896,HR Automation System,HR Automation System project for ABC Retail,2026-03-26,2026-09-07,Planning,Low
P07897,Social Media Analytics,Social Media Analytics project for DigitalHub,2026-02-14,2026-05-05,Delayed,Medium
P07898,Social Media Analytics,Social Media Analytics project for OfficePro,2025-01-16,2025-11-14,In Progress,High
P07899,Social Media Analytics,Social Media Analytics project for IndustrialTech,2025-04-15,2025-07-27,In Progress,High
P07900,Financial Reporting Dashboard,Financial Reporting Dashboard project for LogiTech,2026-01-02,2026-10-24,In Progress,Medium
P07901,Mobile Banking Application,Mobile Banking Application project for ServicePro,2026-04-27,2026-10-05,In Progress,Medium
P07902,Supply Chain Analytics,Supply Chain Analytics project for OfficePro,2025-01-21,2025-10-11,Completed,High
P07903,Healthcare Management System,Healthcare Management System project for Global Traders,2025-07-21,2026-04-18,In Progress,Medium
P07904,AI Demand Forecasting,AI Demand Forecasting project for PeopleFirst,2025-03-11,2025-09-08,Completed,Medium
P07905,CRM Implementation,CRM Implementation project for RetailAnalytics,2025-10-19,2026-07-04,In Progress,Low
P07906,Document Management System,Document Management System project for OfficePro,2025-08-23,2026-02-25,In Progress,High
P07907,Employee Payroll System,Employee Payroll System project for CloudWorks,2025-04-15,2025-12-09,In Progress,Medium
P07908,Cybersecurity Upgrade,Cybersecurity Upgrade project for IndustrialTech,2026-08-02,2026-11-27,In Progress,Medium
P07909,Mobile Banking Application,Mobile Banking Application project for IndustrialTech,2026-04-03,2026-10-01,Planning,High
P07910,HR Automation System,HR Automation System project for RetailAnalytics,2025-11-24,2026-02-20,Planning,Medium
P07911,E-Commerce Platform,E-Commerce Platform project for ABC Corporation,2026-04-05,2026-09-30,On Hold,Medium
P07912,Online Learning Platform,Online Learning Platform project for SalesPro,2025-07-07,2025-08-26,In Progress,Medium
P07913,Customer Support Chatbot,Customer Support Chatbot project for IndustrialTech,2026-07-16,2027-01-08,Planning,High
P07914,AI Demand Forecasting,AI Demand Forecasting project for ServicePro,2025-09-04,2026-07-21,Completed,High
P07915,Mobile Banking Application,Mobile Banking Application project for ServicePro,2025-08-20,2026-01-27,In Progress,Critical
P07916,Document Management System,Document Management System project for ABC Corporation,2025-12-08,2026-06-29,Completed,High
P07917,Data Warehouse Development,Data Warehouse Development project for ABC Corporation,2025-12-13,2026-10-27,Delayed,High
P07918,Mobile Banking Application,Mobile Banking Application project for PeopleFirst,2026-01-07,2026-02-21,Planning,High
P07919,HR Automation System,HR Automation System project for OfficePro,2026-05-15,2027-01-29,Delayed,Medium
P07920,Employee Training Portal,Employee Training Portal project for Global Traders,2025-06-10,2026-01-10,In Progress,High
P07921,Healthcare Management System,Healthcare Management System project for MedCare Hospitals,2026-03-01,2026-08-02,In Progress,Medium
P07922,Healthcare Management System,Healthcare Management System project for OfficePro,2025-04-29,2025-09-03,In Progress,Medium
P07923,Cloud Migration Project,Cloud Migration Project project for EduTech,2025-05-25,2026-01-14,Completed,Medium
P07924,Mobile Banking Application,Mobile Banking Application project for ServicePro,2025-10-25,2026-04-24,In Progress,Medium
P07925,Mobile Banking Application,Mobile Banking Application project for SalesPro,2025-11-11,2026-05-01,In Progress,Medium
P07926,Data Warehouse Development,Data Warehouse Development project for DigitalHub,2026-01-22,2026-10-09,In Progress,Medium
P07927,AI Demand Forecasting,AI Demand Forecasting project for ABC Corporation,2025-03-25,2025-09-13,In Progress,Medium
P07928,Financial Reporting Dashboard,Financial Reporting Dashboard project for MarketPlus,2026-05-05,2027-03-05,In Progress,High
P07929,Document Management System,Document Management System project for SalesPro,2025-12-01,2026-04-16,In Progress,High
P07930,Healthcare Management System,Healthcare Management System project for IndustrialTech,2025-12-22,2026-09-17,On Hold,Medium
P07931,Healthcare Management System,Healthcare Management System project for EduTech,2026-03-25,2026-11-05,Completed,High
P07932,HR Automation System,HR Automation System project for RetailAnalytics,2026-02-20,2027-01-17,On Hold,Medium
P07933,Supply Chain Analytics,Supply Chain Analytics project for PeopleFirst,2025-09-15,2026-03-07,Planning,Medium
P07934,Marketing Analytics Platform,Marketing Analytics Platform project for LogiTech,2025-10-18,2026-02-15,Planning,Critical
P07935,Data Warehouse Development,Data Warehouse Development project for MarketPlus,2025-05-20,2025-11-08,In Progress,Medium
P07936,Inventory Management System,Inventory Management System project for DataCorp,2025-12-07,2026-08-20,In Progress,High
P07937,Inventory Management System,Inventory Management System project for XYZ Technologies,2025-05-02,2025-10-31,In Progress,Medium
P07938,Supply Chain Analytics,Supply Chain Analytics project for ServicePro,2026-01-17,2026-12-12,Planning,High
P07939,HR Automation System,HR Automation System project for ServicePro,2025-09-08,2025-12-11,Completed,High
P07940,Mobile Banking Application,Mobile Banking Application project for IndustrialTech,2025-05-22,2025-10-12,In Progress,Medium
P07941,CRM Implementation,CRM Implementation project for IndustrialTech,2025-10-13,2026-10-07,In Progress,Low
P07942,AI Demand Forecasting,AI Demand Forecasting project for IndustrialTech,2026-07-15,2027-05-11,In Progress,Medium
P07943,Online Learning Platform,Online Learning Platform project for FinTech Solutions,2025-12-04,2026-02-11,Planning,Medium
P07944,Mobile Banking Application,Mobile Banking Application project for FinanceCorp,2025-07-27,2026-07-07,In Progress,High
P07945,AI Demand Forecasting,AI Demand Forecasting project for MedCare Hospitals,2025-09-28,2026-03-28,On Hold,High
P07946,Cloud Migration Project,Cloud Migration Project project for ABC Retail,2025-12-29,2026-09-06,In Progress,Medium
P07947,Cybersecurity Upgrade,Cybersecurity Upgrade project for FinanceCorp,2025-04-03,2025-05-23,Planning,Medium
P07948,Inventory Management System,Inventory Management System project for LogiTech,2025-12-03,2026-03-10,In Progress,Medium
P07949,Online Learning Platform,Online Learning Platform project for DigitalHub,2025-01-21,2025-10-16,In Progress,High
P07950,HR Automation System,HR Automation System project for Global Traders,2026-05-28,2026-10-03,Delayed,Medium
P07951,CRM Implementation,CRM Implementation project for DigitalHub,2026-01-01,2026-03-24,Completed,High
P07952,Customer Support Chatbot,Customer Support Chatbot project for IndustrialTech,2025-03-10,2025-11-27,In Progress,High
P07953,Document Management System,Document Management System project for Global Traders,2025-10-07,2026-01-29,Delayed,Medium
P07954,HR Automation System,HR Automation System project for FinanceCorp,2026-06-15,2027-05-03,In Progress,Medium
P07955,Data Warehouse Development,Data Warehouse Development project for MarketPlus,2026-08-02,2026-11-12,Delayed,Medium
P07956,Mobile Banking Application,Mobile Banking Application project for OfficePro,2025-03-24,2025-05-15,In Progress,Critical
P07957,Data Warehouse Development,Data Warehouse Development project for PeopleFirst,2025-06-12,2025-11-28,Completed,Low
P07958,Marketing Analytics Platform,Marketing Analytics Platform project for RetailAnalytics,2025-03-28,2025-08-24,Delayed,Medium
P07959,AI Demand Forecasting,AI Demand Forecasting project for MedCare Hospitals,2025-08-10,2026-04-16,In Progress,Medium
P07960,Data Warehouse Development,Data Warehouse Development project for OfficePro,2026-06-02,2026-09-29,In Progress,Medium
P07961,Employee Training Portal,Employee Training Portal project for RetailAnalytics,2026-02-28,2027-02-21,In Progress,Medium
P07962,HR Automation System,HR Automation System project for EduTech,2025-06-04,2025-12-01,In Progress,Medium
P07963,Online Learning Platform,Online Learning Platform project for Global Traders,2025-07-15,2026-04-12,In Progress,Medium
P07964,Supply Chain Analytics,Supply Chain Analytics project for FinanceCorp,2026-01-03,2026-10-20,In Progress,High
P07965,HR Automation System,HR Automation System project for FinTech Solutions,2025-12-25,2026-11-17,In Progress,High
P07966,Online Learning Platform,Online Learning Platform project for IndustrialTech,2025-10-06,2026-04-29,Planning,Critical
P07967,Customer Support Chatbot,Customer Support Chatbot project for MedCare Hospitals,2025-09-10,2026-01-05,Delayed,Medium
P07968,Customer Support Chatbot,Customer Support Chatbot project for SecureNet,2026-07-15,2027-02-10,Planning,Medium
P07969,E-Commerce Platform,E-Commerce Platform project for FinanceCorp,2025-10-30,2026-04-29,In Progress,Medium
P07970,Employee Training Portal,Employee Training Portal project for RetailAnalytics,2026-04-15,2026-12-10,Planning,Medium
P07971,Customer Support Chatbot,Customer Support Chatbot project for PeopleFirst,2026-07-30,2026-11-27,On Hold,Medium
P07972,HR Automation System,HR Automation System project for ABC Corporation,2025-07-20,2026-02-15,In Progress,Low
P07973,Supply Chain Analytics,Supply Chain Analytics project for MarketPlus,2026-04-13,2027-03-30,In Progress,Medium
P07974,Customer Support Chatbot,Customer Support Chatbot project for XYZ Technologies,2026-05-04,2027-01-24,Planning,Medium
P07975,Mobile Banking Application,Mobile Banking Application project for FinTech Solutions,2025-05-12,2026-04-28,In Progress,Medium
P07976,Marketing Analytics Platform,Marketing Analytics Platform project for RetailAnalytics,2025-05-16,2025-08-03,On Hold,High
P07977,HR Automation System,HR Automation System project for IndustrialTech,2025-04-07,2025-12-17,In Progress,Critical
P07978,AI Demand Forecasting,AI Demand Forecasting project for IndustrialTech,2026-01-05,2026-02-26,In Progress,High
P07979,Marketing Analytics Platform,Marketing Analytics Platform project for SalesPro,2026-04-02,2026-07-20,In Progress,Medium
P07980,AI Demand Forecasting,AI Demand Forecasting project for ServicePro,2026-03-27,2027-01-30,Planning,Medium
P07981,Social Media Analytics,Social Media Analytics project for FinTech Solutions,2025-08-21,2025-11-06,In Progress,High
P07982,AI Demand Forecasting,AI Demand Forecasting project for SecureNet,2026-02-26,2026-09-12,In Progress,High
P07983,Cloud Migration Project,Cloud Migration Project project for MedCare Hospitals,2025-01-18,2025-03-26,Completed,High
P07984,Supply Chain Analytics,Supply Chain Analytics project for ABC Retail,2026-01-30,2026-06-19,In Progress,Low
P07985,Cybersecurity Upgrade,Cybersecurity Upgrade project for ABC Retail,2025-10-12,2026-01-04,In Progress,High
P07986,HR Automation System,HR Automation System project for EduTech,2026-05-13,2026-11-19,In Progress,Medium
P07987,Warehouse Automation,Warehouse Automation project for IndustrialTech,2026-08-04,2027-04-11,Completed,Medium
P07988,Healthcare Management System,Healthcare Management System project for ABC Corporation,2025-11-30,2026-08-10,In Progress,Critical
P07989,E-Commerce Platform,E-Commerce Platform project for RetailAnalytics,2026-01-09,2026-12-18,Completed,High
P07990,Customer Support Chatbot,Customer Support Chatbot project for ABC Corporation,2026-07-12,2026-10-03,Completed,Medium
P07991,Customer Support Chatbot,Customer Support Chatbot project for SecureNet,2025-07-26,2026-01-15,Delayed,High
P07992,E-Commerce Platform,E-Commerce Platform project for ServicePro,2025-03-28,2025-10-26,In Progress,Medium
P07993,Data Warehouse Development,Data Warehouse Development project for SalesPro,2025-10-31,2026-01-11,Delayed,Low
P07994,HR Automation System,HR Automation System project for FinanceCorp,2025-08-02,2025-10-21,Completed,High
P07995,Warehouse Automation,Warehouse Automation project for PeopleFirst,2026-01-16,2026-06-09,In Progress,High
P07996,Marketing Analytics Platform,Marketing Analytics Platform project for MarketPlus,2026-04-15,2027-03-01,In Progress,Medium
P07997,Cybersecurity Upgrade,Cybersecurity Upgrade project for ABC Retail,2025-10-30,2026-06-19,Planning,High
P07998,Healthcare Management System,Healthcare Management System project for ServicePro,2025-07-04,2026-02-13,In Progress,Low
P07999,Mobile Banking Application,Mobile Banking Application project for ABC Corporation,2025-12-05,2026-07-14,Completed,Medium
P08000,Inventory Management System,Inventory Management System project for MarketPlus,2025-09-23,2026-07-24,On Hold,Critical
P08001,CRM Implementation,CRM Implementation project for FinanceCorp,2025-04-22,2025-11-27,In Progress,High
P08002,Cybersecurity Upgrade,Cybersecurity Upgrade project for EduTech,2026-04-09,2027-01-09,On Hold,Medium
P08003,Financial Reporting Dashboard,Financial Reporting Dashboard project for RetailAnalytics,2025-07-19,2025-12-10,In Progress,Medium
P08004,Employee Training Portal,Employee Training Portal project for SecureNet,2025-11-20,2026-09-21,Delayed,High
P08005,Document Management System,Document Management System project for MedCare Hospitals,2026-06-30,2026-08-24,In Progress,Critical
P08006,Social Media Analytics,Social Media Analytics project for DataCorp,2025-04-23,2025-09-24,In Progress,Medium
P08007,Supply Chain Analytics,Supply Chain Analytics project for RetailAnalytics,2025-09-14,2026-01-17,In Progress,Low
P08008,Customer Support Chatbot,Customer Support Chatbot project for ServicePro,2025-04-15,2025-07-13,On Hold,Medium
P08009,Healthcare Management System,Healthcare Management System project for ServicePro,2025-09-20,2026-04-24,Planning,Medium
P08010,Cloud Migration Project,Cloud Migration Project project for ABC Retail,2025-06-30,2026-05-26,In Progress,Medium
P08011,Online Learning Platform,Online Learning Platform project for IndustrialTech,2026-07-04,2026-10-08,Delayed,High
P08012,Inventory Management System,Inventory Management System project for IndustrialTech,2025-07-01,2026-05-25,In Progress,Medium
P08013,HR Automation System,HR Automation System project for LogiTech,2026-01-04,2026-11-19,In Progress,Critical
P08014,Marketing Analytics Platform,Marketing Analytics Platform project for DigitalHub,2025-03-24,2026-02-14,In Progress,Medium
P08015,Employee Payroll System,Employee Payroll System project for DataCorp,2025-10-01,2025-11-16,Completed,High
P08016,Inventory Management System,Inventory Management System project for RetailAnalytics,2026-05-16,2027-05-12,Delayed,Critical
P08017,Supply Chain Analytics,Supply Chain Analytics project for OfficePro,2026-02-08,2026-08-08,In Progress,Medium
P08018,Inventory Management System,Inventory Management System project for RetailAnalytics,2025-06-19,2026-02-09,Completed,Medium
P08019,Customer Support Chatbot,Customer Support Chatbot project for ABC Corporation,2026-08-07,2026-12-27,In Progress,High
P08020,CRM Implementation,CRM Implementation project for SalesPro,2026-04-27,2026-11-21,In Progress,Medium
P08021,Financial Reporting Dashboard,Financial Reporting Dashboard project for Global Traders,2025-08-30,2026-04-08,In Progress,Medium
P08022,Financial Reporting Dashboard,Financial Reporting Dashboard project for DigitalHub,2026-08-08,2027-06-04,In Progress,Low
P08023,AI Demand Forecasting,AI Demand Forecasting project for MedCare Hospitals,2025-04-23,2025-09-24,In Progress,Medium
P08024,Inventory Management System,Inventory Management System project for LogiTech,2025-07-19,2025-10-07,Planning,Medium
P08025,Inventory Management System,Inventory Management System project for EduTech,2026-07-13,2027-03-02,Completed,High
P08026,Document Management System,Document Management System project for PeopleFirst,2026-08-06,2027-05-28,In Progress,Critical
P08027,Online Learning Platform,Online Learning Platform project for SecureNet,2026-05-09,2026-06-28,Delayed,Medium
P08028,E-Commerce Platform,E-Commerce Platform project for RetailAnalytics,2025-04-25,2026-02-23,Delayed,Medium
P08029,Supply Chain Analytics,Supply Chain Analytics project for SecureNet,2025-05-12,2026-03-10,In Progress,Medium
P08030,Online Learning Platform,Online Learning Platform project for PeopleFirst,2026-01-24,2026-09-10,Delayed,Low
P08031,Financial Reporting Dashboard,Financial Reporting Dashboard project for EduTech,2025-02-03,2026-01-17,On Hold,Low
P08032,Cloud Migration Project,Cloud Migration Project project for LogiTech,2026-08-18,2027-02-03,Completed,Medium
P08033,CRM Implementation,CRM Implementation project for OfficePro,2026-07-19,2026-10-14,In Progress,Low
P08034,Financial Reporting Dashboard,Financial Reporting Dashboard project for ABC Corporation,2026-05-01,2027-01-10,In Progress,Low
P08035,Warehouse Automation,Warehouse Automation project for SalesPro,2026-08-04,2027-04-01,Completed,Low
P08036,Marketing Analytics Platform,Marketing Analytics Platform project for FinanceCorp,2025-05-18,2026-04-20,Completed,Medium
P08037,AI Demand Forecasting,AI Demand Forecasting project for MarketPlus,2026-06-13,2026-10-07,In Progress,High
P08038,HR Automation System,HR Automation System project for ABC Corporation,2025-06-04,2025-09-07,In Progress,Medium
P08039,Healthcare Management System,Healthcare Management System project for FinanceCorp,2025-03-14,2025-12-01,In Progress,Critical
P08040,Cybersecurity Upgrade,Cybersecurity Upgrade project for IndustrialTech,2025-06-07,2025-10-29,Completed,High
P08041,Social Media Analytics,Social Media Analytics project for PeopleFirst,2026-04-10,2026-07-23,Delayed,High
P08042,Customer Support Chatbot,Customer Support Chatbot project for SecureNet,2026-07-20,2027-04-05,Planning,Medium
P08043,AI Demand Forecasting,AI Demand Forecasting project for XYZ Technologies,2026-01-03,2026-04-17,Planning,Medium
P08044,Inventory Management System,Inventory Management System project for ServicePro,2025-05-28,2026-04-04,On Hold,Medium
P08045,Supply Chain Analytics,Supply Chain Analytics project for ServicePro,2025-12-27,2026-05-20,In Progress,Medium
P08046,Healthcare Management System,Healthcare Management System project for SecureNet,2025-11-02,2026-07-13,Completed,Low
P08047,Supply Chain Analytics,Supply Chain Analytics project for DigitalHub,2025-11-07,2026-06-24,In Progress,Medium
P08048,Document Management System,Document Management System project for ABC Corporation,2025-07-29,2026-03-20,In Progress,High
P08049,Cybersecurity Upgrade,Cybersecurity Upgrade project for MedCare Hospitals,2025-03-25,2025-08-14,Planning,High
P08050,Employee Payroll System,Employee Payroll System project for EduTech,2025-08-05,2025-10-16,In Progress,Medium
P08051,Financial Reporting Dashboard,Financial Reporting Dashboard project for RetailAnalytics,2026-06-19,2027-02-23,In Progress,Medium
P08052,Document Management System,Document Management System project for ABC Corporation,2025-09-02,2026-03-04,In Progress,Medium
P08053,Supply Chain Analytics,Supply Chain Analytics project for FinanceCorp,2025-01-13,2026-01-05,Completed,High
P08054,Data Warehouse Development,Data Warehouse Development project for CloudWorks,2025-07-27,2026-06-21,On Hold,High
P08055,Data Warehouse Development,Data Warehouse Development project for OfficePro,2025-10-04,2025-12-11,Completed,High
P08056,Data Warehouse Development,Data Warehouse Development project for SecureNet,2025-12-26,2026-06-04,In Progress,Medium
P08057,CRM Implementation,CRM Implementation project for CloudWorks,2026-01-20,2026-07-16,In Progress,Medium
P08058,Marketing Analytics Platform,Marketing Analytics Platform project for SecureNet,2025-09-13,2026-02-26,In Progress,Medium
P08059,CRM Implementation,CRM Implementation project for ABC Retail,2025-03-27,2025-12-28,Completed,Low
P08060,Document Management System,Document Management System project for PeopleFirst,2025-09-22,2026-02-28,In Progress,Medium
P08061,Employee Training Portal,Employee Training Portal project for XYZ Technologies,2025-01-02,2025-04-05,Delayed,High
P08062,Cloud Migration Project,Cloud Migration Project project for ABC Corporation,2025-10-31,2026-04-10,In Progress,High
P08063,Inventory Management System,Inventory Management System project for MedCare Hospitals,2025-09-25,2026-07-18,In Progress,Medium
P08064,Employee Training Portal,Employee Training Portal project for DataCorp,2025-08-02,2026-01-23,In Progress,Medium
P08065,Employee Payroll System,Employee Payroll System project for ServicePro,2026-02-02,2026-06-18,Completed,Medium
P08066,CRM Implementation,CRM Implementation project for ServicePro,2026-03-29,2027-01-15,Delayed,Medium
P08067,Customer Support Chatbot,Customer Support Chatbot project for DigitalHub,2025-06-08,2025-08-13,In Progress,Medium
P08068,Cloud Migration Project,Cloud Migration Project project for MarketPlus,2025-10-30,2026-05-08,In Progress,Medium
P08069,Warehouse Automation,Warehouse Automation project for SecureNet,2025-11-02,2026-01-19,In Progress,Low
P08070,Mobile Banking Application,Mobile Banking Application project for EduTech,2025-11-02,2026-06-29,Delayed,Medium
P08071,HR Automation System,HR Automation System project for SalesPro,2025-08-30,2026-07-28,In Progress,Low
P08072,Employee Training Portal,Employee Training Portal project for DataCorp,2025-05-06,2025-11-08,Completed,Medium
P08073,Data Warehouse Development,Data Warehouse Development project for DataCorp,2025-04-13,2026-04-07,In Progress,Medium
P08074,Healthcare Management System,Healthcare Management System project for OfficePro,2025-01-19,2025-12-09,Delayed,High
P08075,Warehouse Automation,Warehouse Automation project for PeopleFirst,2025-02-01,2025-11-05,Completed,Medium
P08076,Warehouse Automation,Warehouse Automation project for MedCare Hospitals,2026-05-01,2026-08-11,In Progress,Low
P08077,Cloud Migration Project,Cloud Migration Project project for Global Traders,2025-02-11,2025-04-07,In Progress,Medium
P08078,Employee Training Portal,Employee Training Portal project for IndustrialTech,2026-05-29,2026-08-21,In Progress,Medium
P08079,E-Commerce Platform,E-Commerce Platform project for ABC Corporation,2026-06-22,2026-11-25,Completed,High
P08080,Warehouse Automation,Warehouse Automation project for MedCare Hospitals,2025-05-25,2025-11-16,Completed,High
P08081,Social Media Analytics,Social Media Analytics project for FinTech Solutions,2025-09-23,2026-01-13,In Progress,High
P08082,Supply Chain Analytics,Supply Chain Analytics project for EduTech,2025-08-05,2026-07-27,In Progress,High
P08083,Cloud Migration Project,Cloud Migration Project project for CloudWorks,2025-08-25,2026-06-03,Delayed,High
P08084,Employee Payroll System,Employee Payroll System project for IndustrialTech,2025-08-03,2026-04-28,Delayed,Medium
P08085,Data Warehouse Development,Data Warehouse Development project for SecureNet,2025-07-25,2026-04-04,In Progress,High
P08086,Mobile Banking Application,Mobile Banking Application project for SecureNet,2026-02-15,2026-10-15,Completed,Medium
P08087,Data Warehouse Development,Data Warehouse Development project for CloudWorks,2025-09-05,2026-07-29,In Progress,Medium
P08088,Document Management System,Document Management System project for DigitalHub,2025-04-23,2025-10-09,In Progress,High
P08089,Employee Payroll System,Employee Payroll System project for RetailAnalytics,2025-08-16,2025-11-13,Delayed,High
P08090,Marketing Analytics Platform,Marketing Analytics Platform project for IndustrialTech,2026-08-11,2026-12-28,Completed,Medium
P08091,Cloud Migration Project,Cloud Migration Project project for MedCare Hospitals,2026-08-16,2026-12-12,Planning,Critical
P08092,Financial Reporting Dashboard,Financial Reporting Dashboard project for FinanceCorp,2025-02-07,2026-01-24,In Progress,Medium
P08093,Data Warehouse Development,Data Warehouse Development project for ABC Retail,2025-12-12,2026-07-26,In Progress,Medium
P08094,Customer Support Chatbot,Customer Support Chatbot project for RetailAnalytics,2026-08-08,2027-02-05,In Progress,Medium
P08095,Healthcare Management System,Healthcare Management System project for SecureNet,2025-04-27,2025-06-19,On Hold,High
P08096,Financial Reporting Dashboard,Financial Reporting Dashboard project for OfficePro,2025-02-11,2025-11-10,In Progress,Critical
P08097,Healthcare Management System,Healthcare Management System project for PeopleFirst,2025-05-08,2026-01-14,In Progress,High
P08098,Employee Training Portal,Employee Training Portal project for LogiTech,2025-07-10,2026-05-10,Completed,Medium
P08099,HR Automation System,HR Automation System project for FinTech Solutions,2026-07-15,2026-10-09,In Progress,Medium
P08100,Cybersecurity Upgrade,Cybersecurity Upgrade project for ABC Retail,2025-05-31,2026-02-10,In Progress,Medium
P08101,Supply Chain Analytics,Supply Chain Analytics project for PeopleFirst,2025-07-19,2025-12-26,In Progress,High
P08102,Document Management System,Document Management System project for MedCare Hospitals,2025-06-05,2025-10-02,In Progress,Critical
P08103,Inventory Management System,Inventory Management System project for ABC Corporation,2025-08-23,2025-12-17,In Progress,High
P08104,Data Warehouse Development,Data Warehouse Development project for IndustrialTech,2026-08-20,2027-01-04,In Progress,Medium
P08105,Inventory Management System,Inventory Management System project for MarketPlus,2025-02-20,2025-11-26,Delayed,Medium
P08106,Cloud Migration Project,Cloud Migration Project project for RetailAnalytics,2025-10-03,2025-11-24,Delayed,Medium
P08107,Marketing Analytics Platform,Marketing Analytics Platform project for CloudWorks,2026-01-04,2026-12-18,Planning,Medium
